epoch,acc,loss,lr,val_acc,val_loss
0,0.527659975886345,1.366775010228157,0.001,0.5859999698400498,1.2435479372739793
1,0.7105399702787399,0.8822971683740616,0.001,0.710799971818924,0.8796159201860427
2,0.7825999776124954,0.6828028963804245,0.001,0.7378999745845795,0.8186481148004532
3,0.819339985370636,0.5691498000621795,0.001,0.7604999727010727,0.752203780412674
4,0.8487199935913086,0.48797091156244277,0.001,0.7038999730348587,0.9381264317035675
5,0.8661399985551834,0.43063235366344454,0.001,0.7862999814748765,0.6988943845033646
6,0.8841800137758254,0.37896112030744555,0.001,0.8054999822378158,0.6204100459814071
7,0.8945800163745881,0.3450110433995724,0.001,0.7617999768257141,0.8092244088649749
8,0.908320024728775,0.30481539291143417,0.001,0.7695999807119369,0.7527184104919433
9,0.9210600290298462,0.2673919196128845,0.001,0.7739999747276306,0.8191170877218247
10,0.9307400307655335,0.23955776941776274,0.001,0.7469999784231186,1.009433994293213
11,0.9362200275659561,0.22008626663684844,0.001,0.7251999753713608,1.1107022553682326
12,0.9436800295114517,0.19717668315768241,0.001,0.7593999779224396,0.941613137125969
13,0.9803200117349624,0.10284765689820051,0.0003162278,0.866299996972084,0.48584545850753785
14,0.9905600072145462,0.07475901288539172,0.0003162278,0.8678999972343445,0.5092120143771172
15,0.9935400042533874,0.0638348768427968,0.0003162278,0.862099996805191,0.5349093422293663
16,0.9941200040578843,0.059673488944768906,0.0003162278,0.8542999994754791,0.6402354830503464
17,0.995340003490448,0.05479256280511618,0.0003162278,0.8665000009536743,0.5700928121805191
18,0.9946200038194657,0.05390727410465479,0.0003162278,0.8577999991178512,0.6225193279981613
19,0.9934600046873092,0.05514455223083496,0.0003162278,0.8544999939203263,0.6972642175853252
20,0.9948800038099289,0.0507765946239233,0.0003162278,0.8500999981164932,0.6942291639745235
21,0.9983800010681152,0.03953811278939247,0.000100000005,0.875100000500679,0.5648961424827575
22,0.9996000002622605,0.03543022227287292,0.000100000005,0.8731000077724457,0.5795348680019379
23,0.9998000001907349,0.033745458856225014,0.000100000005,0.8757000082731247,0.5717706307768822
24,0.9998200001716614,0.03299281829968095,0.000100000005,0.8740000081062317,0.5875846117734909
25,0.9997599999904633,0.03238255080208182,0.000100000005,0.8751000046730042,0.5804884372651578
26,0.9997600002288818,0.031671727415174246,0.000100000005,0.8730000078678131,0.5995489197969437
27,0.9997200002670288,0.03115735251456499,0.000100000005,0.8690000051259994,0.6639615716040135
28,0.9994600002765656,0.031052142817527054,0.000100000005,0.8643000018596649,0.7205880869925022
29,0.9998200001716614,0.029543588012456892,0.000100000005,0.8731000077724457,0.632292376756668
30,0.999960000038147,0.02831140913441777,3.1622778e-05,0.8744000059366226,0.6181717218458652
31,0.9999000000953674,0.02784309137612581,3.1622778e-05,0.8748000067472458,0.6114720320701599
32,0.999960000038147,0.02762043187394738,3.1622778e-05,0.874900010228157,0.6149323254823684
33,0.9998800001144409,0.02732044181600213,3.1622778e-05,0.8730000060796738,0.6186174076795578
34,1.0,0.026782747246325015,3.1622778e-05,0.8756000065803528,0.6147213390469551
35,0.9999800000190735,0.0263792709633708,1.0000001e-05,0.8740000009536744,0.6139854165911675
36,0.999960000038147,0.026296139243990182,1.0000001e-05,0.8750000059604645,0.616989963054657
37,0.9999999998807907,0.026116043969988824,1.0000001e-05,0.8743000066280365,0.6157891672849655
38,0.9999400000572205,0.02606701475381851,1.0000001e-05,0.8753000104427338,0.617186407148838
39,1.0,0.025832697845995425,1.0000001e-05,0.8756000089645386,0.6141762566566468
