epoch,acc,loss,lr,val_acc,val_loss
0,0.793539998292923,0.7470763380527496,3.1622778e-05,0.7409999990463256,0.9294266480207444
1,0.7962199988365173,0.7441038812994957,3.1622778e-05,0.7501999974250794,0.8999909824132919
2,0.7969399987459183,0.7362116467952728,3.1622778e-05,0.7501999986171722,0.9107640159130096
3,0.7956599984169006,0.7383028608560562,3.1622778e-05,0.763799998164177,0.8676161181926727
4,0.7944599980115891,0.7403967689275741,3.1622778e-05,0.7518999993801116,0.8928451144695282
5,0.7994999980926514,0.7323717342615128,3.1622778e-05,0.7598999965190888,0.8645574980974198
6,0.7999199984073639,0.7312067890167236,3.1622778e-05,0.7651999992132187,0.8572762948274613
7,0.8008599978685379,0.724642116010189,3.1622778e-05,0.7670999997854233,0.8392876601219177
8,0.7994199979305268,0.7285088030695915,3.1622778e-05,0.7496000003814697,0.9031217133998871
9,0.80133999812603,0.7273554819822311,3.1622778e-05,0.753799996972084,0.9089142328500748
10,0.8005799981355667,0.7230216379761696,3.1622778e-05,0.7505000001192093,0.9050494992733001
11,0.8019399979114532,0.7193950453996658,3.1622778e-05,0.7492000013589859,0.9223434954881669
12,0.8070199980735778,0.7144672720432281,3.1622778e-05,0.7420999991893769,0.9364744126796722
13,0.8042999973297119,0.7171212155818939,3.1622778e-05,0.7476999992132187,0.9291994684934616
14,0.8087399988174439,0.7036551592350007,1.0000001e-05,0.7623999977111816,0.8665251106023788
15,0.8078999984264373,0.7007061907052994,1.0000001e-05,0.7685999989509582,0.8459123700857163
16,0.8083199977874755,0.7000567004680633,1.0000001e-05,0.7578000003099441,0.8766545665264129
17,0.8107599979639053,0.6960493079423904,1.0000001e-05,0.7637999999523163,0.8622280734777451
18,0.8121799979209899,0.699202774822712,1.0000001e-05,0.7650000023841858,0.8590608978271485
19,0.8113799979686737,0.700123058617115,1.0000001e-05,0.7599999988079071,0.8736146074533463
20,0.8112799981832505,0.6954791464805603,1.0000001e-05,0.7567000007629394,0.8829675310850144
21,0.8123399968147278,0.6947349328994751,1.0000001e-05,0.7604000014066696,0.8637061232328415
22,0.8094999973773956,0.6957983080148696,1e-05,0.7598000013828278,0.8697758853435517
23,0.8128199979066849,0.6926312351226807,1e-05,0.7572000014781952,0.8853966921567917
24,0.8131199977397918,0.6950651162862778,1e-05,0.7606999999284745,0.8662027162313461
25,0.8131799976825714,0.691328265607357,1e-05,0.7629000002145767,0.86230996966362
26,0.811399995803833,0.6941596134901047,1e-05,0.7571999990940094,0.889049511551857
27,0.8115199964046478,0.6932139791846276,1e-05,0.7698999989032745,0.8431423580646515
28,0.8123599979877472,0.6924229477643966,1e-05,0.7600999969244003,0.8747365498542785
29,0.8148799986839295,0.6895084099769593,1e-05,0.7615999984741211,0.8659322357177734
30,0.8106799962520599,0.692054947078228,1e-05,0.760100000500679,0.8736805784702301
31,0.8148799977302551,0.6859620276093483,1e-05,0.7619999992847443,0.8735616260766983
32,0.8113799977302552,0.691136087834835,1e-05,0.7625,0.8650430452823639
33,0.8131599980592727,0.6886708478927612,1e-05,0.7636000001430512,0.8663722342252731
34,0.8148999977111816,0.688712966144085,1e-05,0.7710999989509583,0.8422577422857285
35,0.8132599990367889,0.6860487686395645,1e-05,0.7581999987363816,0.8834859973192215
36,0.8156999973058701,0.683830956697464,1e-05,0.7672000002861022,0.8568301641941071
37,0.8166599975824356,0.6800679159164429,1e-05,0.7628000003099441,0.8577048659324646
38,0.8143199977874755,0.6863784018754959,1e-05,0.7654000002145768,0.8546737557649613
39,0.8167999980449676,0.6837996579408646,1e-05,0.7671999984979629,0.8458994472026825
