epoch,acc,loss,lr,val_acc,val_loss
0,0.5085999981760979,1.4300194804668427,0.001,0.5215999957919121,1.6734602451324463
1,0.6472200009822845,1.0616340552568435,0.001,0.5421999964118004,1.3004857766628266
2,0.7052200009822845,0.9002699550390244,0.001,0.6291000002622604,1.1463335263729095
3,0.7464599990844727,0.7862337272167206,0.001,0.6186999982595444,1.2756285774707794
4,0.7759799991846085,0.7032565734386445,0.001,0.7319000005722046,0.8493279147148133
5,0.7938599988222123,0.649733283996582,0.001,0.7523000013828277,0.8607073622941971
6,0.811019996881485,0.5970339401960373,0.001,0.7153999984264374,0.9761409187316894
7,0.823959998011589,0.5611027182936669,0.001,0.7907000017166138,0.6922293019294739
8,0.8348399986028672,0.5250109621882438,0.001,0.70980000436306,1.0627341485023498
9,0.8432399985790253,0.5030562370419502,0.001,0.7563000029325485,0.8542651996016503
10,0.8523400003910064,0.4813504607081413,0.001,0.7877999985218048,0.7442505520582199
11,0.8586999996900558,0.45779456847906114,0.001,0.7589000004529953,0.8925487262010574
12,0.8658599990606308,0.4377321362197399,0.001,0.7771999990940094,0.7276383718848228
13,0.8708599997758866,0.4243553084433079,0.001,0.8271999996900559,0.6451767858862877
14,0.8779999994039536,0.4042859942913055,0.001,0.7774999994039535,0.7928279587626457
15,0.879759999513626,0.39589655366539955,0.001,0.6764000052213669,1.2699596190452576
16,0.8875799993276596,0.3764517348110676,0.001,0.7568999975919724,1.002359921336174
17,0.889760000705719,0.3665073966383934,0.001,0.8105000001192093,0.7163456952571869
18,0.8919400000572204,0.36072570157051087,0.001,0.8078999948501587,0.6692060187458992
19,0.8972400022745133,0.3456218560039997,0.001,0.8163999986648559,0.6996658945083618
20,0.923460001707077,0.2694995285868645,0.0003162278,0.8811999976634979,0.4136900880932808
21,0.929140001654625,0.25107686841487886,0.0003162278,0.8844999969005585,0.4019140249490738
22,0.9324400016069412,0.24188886362314224,0.0003162278,0.8775000017881394,0.4478845703601837
23,0.9326800011396408,0.2378642807751894,0.0003162278,0.884099999666214,0.41427222222089766
24,0.9350200018882752,0.22891411113739013,0.0003162278,0.8756000018119812,0.46587265834212305
25,0.936340000987053,0.22168279069662095,0.0003162278,0.8648000001907349,0.5154305344820023
26,0.9386600012779236,0.21659923772513867,0.0003162278,0.8857999974489212,0.4078663004934788
27,0.9411800025701523,0.2092881745249033,0.0003162278,0.8854000014066696,0.44750045776367187
28,0.942900001168251,0.20441434213519097,0.0003162278,0.8638999968767166,0.5365614560246468
29,0.9446600012779236,0.20056403777003287,0.0003162278,0.8746000003814697,0.4834163077175617
30,0.9458800020217896,0.1960085047930479,0.0003162278,0.8713000023365021,0.486119256913662
31,0.9456400011777878,0.19199873793125152,0.0003162278,0.8849999988079071,0.4294412650167942
32,0.9471400022506714,0.19165483102202416,0.0003162278,0.8820999997854233,0.43220181941986086
33,0.959000003695488,0.15953449940681458,0.000100000005,0.8970000004768371,0.38681122809648516
34,0.9611600056886673,0.15168437780439853,0.000100000005,0.8951000022888184,0.4029323156923056
35,0.9619000059366226,0.14857783362269403,0.000100000005,0.902299998998642,0.3718885223567486
36,0.9631200039386749,0.14492102076113225,0.000100000005,0.8976000010967254,0.39496410861611364
37,0.9646600035429,0.1440433033555746,0.000100000005,0.8969999998807907,0.41995650976896287
38,0.9640800043344497,0.14275821515917778,0.000100000005,0.8941000008583069,0.41388541281223296
39,0.9671000055074692,0.1370164425969124,0.000100000005,0.9026000010967254,0.39293481409549713
