epoch,acc,loss,lr,val_acc,val_loss
0,0.5139999974817038,1.6662188103199005,0.001,0.42849999845027925,2.292855956554413
1,0.6743600021004676,1.198595352768898,0.001,0.6095999991893768,1.41510950922966
2,0.7447400007247925,0.975908599615097,0.001,0.6849000006914139,1.2103935158252717
3,0.7793399974107742,0.8591484220027924,0.001,0.7034000009298325,1.2625242125988008
4,0.8071799982786179,0.7698910318613053,0.001,0.7467999994754791,1.007112352848053
5,0.8205999982357025,0.7169248871207238,0.001,0.6587000036239624,1.2832378435134888
6,0.832179998755455,0.6754478096961976,0.001,0.661599999666214,1.3989112734794618
7,0.8416799982786178,0.6386965819597245,0.001,0.7724999988079071,0.8997151154279709
8,0.8519999994039535,0.6041833908557892,0.001,0.7805000025033951,0.8673400563001633
9,0.8574199997186661,0.5802581159472465,0.001,0.7448000055551529,1.0057539170980454
10,0.8627200000286103,0.5615373457670212,0.001,0.7942999976873398,0.8531565725803375
11,0.8687399996519088,0.5439338535666466,0.001,0.813999997973442,0.7763753336668014
12,0.8720599993467331,0.5298606351613998,0.001,0.7707999968528747,0.9258016455173492
13,0.877840000629425,0.5103686500191689,0.001,0.8185999977588654,0.7049558901786804
14,0.8823799999952316,0.4972499374747276,0.001,0.8154999989271164,0.7695585563778877
15,0.8829399993419648,0.4882099077105522,0.001,0.8314000010490418,0.704526897072792
16,0.8867000000476837,0.48131008189916613,0.001,0.8404999959468842,0.6101773172616959
17,0.8894400018453598,0.4699059316515923,0.001,0.8106000006198884,0.7946134567260742
18,0.8917200011014939,0.4647253786325455,0.001,0.8087999981641769,0.7587085995078087
19,0.8941399997472763,0.4559283053278923,0.001,0.8215999978780747,0.7273812198638916
20,0.8951800005435944,0.44941290563344954,0.001,0.8046999961137772,0.8618500751256942
21,0.8993599998950959,0.4403350020647049,0.001,0.8252999997138977,0.6873265105485916
22,0.901260001540184,0.4354349411725998,0.001,0.8101999968290329,0.7404205614328384
23,0.9280000014305114,0.3517613513171673,0.0003162278,0.8974999994039535,0.45091587394475935
24,0.9351600012779235,0.3266397708058357,0.0003162278,0.8909999990463257,0.4764271467924118
25,0.9383400015830994,0.3115053886175156,0.0003162278,0.8875000005960465,0.500502823293209
26,0.9408400014638901,0.30034726846218107,0.0003162278,0.8913999956846237,0.48050770223140715
27,0.9429800016880036,0.29084471660852435,0.0003162278,0.8811999988555909,0.5203814914822579
28,0.942960000038147,0.2894946138262749,0.0003162278,0.8911000007390976,0.47366702914237974
29,0.9456000030040741,0.27697831085324287,0.0003162278,0.8975999987125397,0.4463305726647377
30,0.9553400032520294,0.2505202758908272,0.000100000005,0.9118000024557114,0.39427718803286554
31,0.9580000038146973,0.23995665219426154,0.000100000005,0.9139000010490418,0.3886294077336788
32,0.9603600044250489,0.23320534360408782,0.000100000005,0.9105000030994416,0.3971153537929058
33,0.9628800041675568,0.2242790102362633,0.000100000005,0.9132000005245209,0.37845670714974405
34,0.9623000061511994,0.22494505867362022,0.000100000005,0.9064000010490417,0.4158448076248169
35,0.9638000062704086,0.22020931077003478,0.000100000005,0.9070999979972839,0.4209061600267887
36,0.963900006532669,0.21709423902630806,0.000100000005,0.9130000001192093,0.3927306428551674
37,0.9655000050067901,0.2127910640835762,0.000100000005,0.9141000026464462,0.3906882235407829
38,0.9674600071907044,0.20600217348337174,0.000100000005,0.9104999995231629,0.39334654867649077
39,0.9666800060272217,0.20442393523454666,0.000100000005,0.9101000022888184,0.4016199856996536
